url,code,title,corrected_version,Publication date,Status,Edition,Number of pages,price_CF
https://www.iso.org/standard/8127.html,ISO 3040:1990,Technical drawings — Dimensioning and tolerancing — Cones,n.a,1990-12,Withdrawn,2,6,0
https://www.iso.org/standard/53952.html,ISO 3040:2009,Geometrical product specifications (GPS) — Dimensioning and tolerancing — Cones,n.a,2009-12,Withdrawn,3,11,0
https://www.iso.org/standard/67649.html,ISO 3040:2016,Geometrical product specifications (GPS) — Dimensioning and tolerancing — Cones,n.a,2016-05,Published,4,24,118
https://www.iso.org/standard/8510.html,ISO 3274:1975,"Instruments for the measurement of surface roughness by the profile method — Contact (stylus) instruments of consecutive profile transformation — Contact profile meters, system M",n.a,1975-07,Withdrawn,1,7,0
https://www.iso.org/standard/1916.html,ISO 3274:1996,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Nominal characteristics of contact (stylus) instruments,n.a,1996-12,Published,2,13,88
https://www.iso.org/standard/29873.html,ISO 3274:1996/Cor 1:1998,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Nominal characteristics of contact (stylus) instruments — Technical Corrigendum 1,n.a,1998-05,Published,2,1,0
https://www.iso.org/standard/9019.html,ISO 3599:1976,"Vernier callipers reading to 0,1 and 0,05 mm",n.a,1976-06,Withdrawn,1,4,0
https://www.iso.org/standard/9043.html,ISO 3611:1978,Micrometer callipers for external measurement,n.a,1978-02,Withdrawn,1,6,0
https://www.iso.org/standard/45454.html,ISO 3611:2010,Geometrical product specifications (GPS) — Dimensional measuring equipment: Micrometers for external measurements — Design and metrological characteristics,n.a,2010-11,Published,2,18,88
https://www.iso.org/standard/77951.html,ISO/CD 3611,Geometrical product specifications (GPS) — Dimensional measuring equipment: Micrometers for external measurements — Design and metrological characteristics,n.a,n.a,Under development,3,0
https://www.iso.org/standard/9094.html,ISO 3650:1978,Gauge blocks,n.a,1978-07,Withdrawn,1,9,0
https://www.iso.org/standard/1241.html,ISO 3650:1998,Geometrical Product Specifications (GPS) — Length standards — Gauge blocks,n.a,1998-12,Published,2,15,88
https://www.iso.org/standard/52660.html,ISO 3650:1998/Cor 1:2008,Geometrical Product Specifications (GPS) — Length standards — Gauge blocks — Technical Corrigendum 1,n.a,2008-10,Published,2,0
https://www.iso.org/standard/9126.html,ISO 3670:1979,Blanks for plug gauges and handles (taper lock and trilock) and ring gauges — Design and general dimensions,n.a,1979-09,Withdrawn,1,17,0
https://www.iso.org/standard/10131.html,ISO 4287-1:1984,Surface roughness — Terminology — Part 1: Surface and its parameters,n.a,1984-12,Withdrawn,1,25,0
https://www.iso.org/standard/10133.html,ISO 4287-2:1984,Surface roughness — Terminology — Part 2: Measurement of surface roughness parameters,n.a,1984-12,Withdrawn,1,5,0
https://www.iso.org/standard/10132.html,ISO 4287:1997,"Geometrical Product Specifications (GPS) — Surface texture: Profile method — Terms, definitions and surface texture parameters",n.a,1997-04,Published,1,25,118
https://www.iso.org/standard/44475.html,ISO 4287:1997/Amd 1:2009,"Geometrical Product Specifications (GPS) — Surface texture: Profile method — Terms, definitions and surface texture parameters — Amendment 1: Peak count number",n.a,2009-06,Published,1,1,16
https://www.iso.org/standard/29874.html,ISO 4287:1997/Cor 1:1998,"Geometrical Product Specifications (GPS) — Surface texture: Profile method — Terms, definitions and surface texture parameters — Technical Corrigendum 1",n.a,1998-05,Published,1,2,0
https://www.iso.org/standard/41861.html,ISO 4287:1997/Cor 2:2005,"Geometrical Product Specifications (GPS) — Surface texture: Profile method — Terms, definitions and surface texture parameters — Technical Corrigendum 2",n.a,2002-02,Published,1,2,0
https://www.iso.org/standard/10134.html,ISO 4288:1985,Rules and procedures for the measurement of surface roughness using stylus instruments,n.a,1985-05,Withdrawn,1,6,0
https://www.iso.org/standard/2096.html,ISO 4288:1996,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Rules and procedures for the assessment of surface texture,n.a,1996-08,Published,2,8,58
https://www.iso.org/standard/29875.html,ISO 4288:1996/Cor 1:1998,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Rules and procedures for the assessment of surface texture — Technical Corrigendum 1,n.a,1998-06,Published,2,1,0
https://www.iso.org/standard/10135.html,ISO 4291:1985,Methods for the assessement of departure from roundness — Measurement of variations in radius,n.a,1985-09,Published,1,18,88
https://www.iso.org/standard/10136.html,ISO 4292:1985,Methods for the assessment of departure from roundness — Measurement by two- and three-point methods,n.a,1985-07,Withdrawn,1,8,0
https://www.iso.org/standard/11167.html,ISO 5166:1982,"System of cone fits for cones from C = 1 : 3 to 1 : 500, lengths from 6 to 630 mm and diameters up to 500 mm",n.a,1982-12,Withdrawn,1,18,0
https://www.iso.org/standard/21978.html,ISO 5436-1:2000,Geometrical Product Specifications (GPS) — Surface texture: Profile method; Measurement standards — Part 1: Material measures,n.a,2000-03,Published,1,14,88
https://www.iso.org/standard/28088.html,ISO 5436-2:2001,Geometrical Product Specifications (GPS) — Surface texture: Profile method; Measurement standards — Part 2: Software measurement standards,n.a,2001-12,Withdrawn,1,15,0
https://www.iso.org/standard/45308.html,ISO 5436-2:2001/Cor 1:2006,Geometrical Product Specifications (GPS) — Surface texture: Profile method; Measurement standards — Part 2: Software measurement standards — Technical Corrigendum 1,n.a,2006-12,Withdrawn,1,1,0
https://www.iso.org/standard/51387.html,ISO 5436-2:2001/Cor 2:2008,Geometrical Product Specifications (GPS) — Surface texture: Profile method; Measurement standards — Part 2: Software measurement standards — Technical Corrigendum 2,n.a,2008-05,Withdrawn,1,2,0
https://www.iso.org/standard/61261.html,ISO 5436-2:2012,Geometrical product specifications (GPS) — Surface texture: Profile method; Measurement standards — Part 2: Software measurement standards,n.a,2012-10,Published,2,17,88
https://www.iso.org/standard/11480.html,ISO 5436:1985,"Calibration specimens — Stylus instruments — Types, calibration and use of specimens",n.a,1985-08,Withdrawn,1,20,0
https://www.iso.org/standard/11507.html,ISO 5458:1998,Geometrical Product Specifications (GPS) — Geometrical tolerancing — Positional tolerancing,n.a,1998-12,Withdrawn,2,11,0
https://www.iso.org/standard/65559.html,ISO 5458:2018,Geometrical product specifications (GPS) — Geometrical tolerancing — Pattern and combined geometrical specification,n.a,2018-05,Published,3,44,158
https://www.iso.org/standard/11508.html,ISO 5459:1981,Technical drawings — Geometrical tolerancing — Datums and datum-systems for geometrical tolerances,n.a,1981-11,Withdrawn,1,16,0
https://www.iso.org/standard/40358.html,ISO 5459:2011,Geometrical product specifications (GPS) — Geometrical tolerancing — Datums and datum systems,n.a,2011-08,Published,2,81,198
https://www.iso.org/standard/11509.html,ISO/TR 5460:1985,"Technical drawings — Geometrical tolerancing — Tolerancing of form, orientation, location and run-out — Verification principles and methods — Guidelines",n.a,1985-05,Withdrawn,1,71,0
https://www.iso.org/standard/12606.html,ISO 6318:1985,"Measurement of roundness — Terms, definitions and parameters of roundness",n.a,1985-08,Withdrawn,1,5,0
https://www.iso.org/standard/13425.html,ISO 6906:1984,"Vernier callipers reading to 0,02 mm",n.a,1984-04,Withdrawn,1,5,0
https://www.iso.org/standard/14790.html,ISO 7863:1984,Height setting micrometers and riser blocks,n.a,1984-05,Published,1,6,38
https://www.iso.org/standard/15023.html,ISO 8015:1985,Technical drawings — Fundamental tolerancing principle,n.a,1985-12,Withdrawn,1,5,0
https://www.iso.org/standard/55979.html,ISO 8015:2011,"Geometrical product specifications (GPS) — Fundamentals — Concepts, principles and rules",n.a,2011-06,Published,2,10,58
https://www.iso.org/standard/40494.html,ISO 8062-1:2007,Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 1: Vocabulary,n.a,2007-06,Published,1,21,118
https://www.iso.org/standard/40495.html,ISO 8062-3:2007,Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 3: General dimensional and geometrical tolerances and machining allowances for castings,n.a,2007-06,Published,1,30,138
https://www.iso.org/standard/52988.html,ISO 8062-3:2007/Cor 1:2009,Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 3: General dimensional and geometrical tolerances and machining allowances for castings — Technical Corrigendum 1,n.a,2009-01,Published,1,2,0
https://www.iso.org/standard/60774.html,ISO 8062-4:2017,Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 4: General tolerances for castings using profile tolerancing in a general datum system,n.a,2017-07,Published,1,25,118
https://www.iso.org/standard/15082.html,ISO 8062:1984,Castings — System of dimensional tolerances,n.a,1984-10,Withdrawn,1,5,0
https://www.iso.org/standard/15083.html,ISO 8062:1994,Castings — System of dimensional tolerances and machining allowances,n.a,1994-03,Withdrawn,2,13,0
https://www.iso.org/standard/77154.html,ISO/CD 8062-4,Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 4: General tolerances for castings using profile tolerancing in a general datum system,n.a,n.a,Under development,2,0
https://www.iso.org/standard/77952.html,ISO/DIS 8062-3,Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 3: General dimensional and geometrical tolerances and machining allowances for castings,n.a,n.a,Under development,2,29,58
https://www.iso.org/standard/40496.html,ISO/TS 8062-2:2013,Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 2: Rules,n.a,n.a,Published,1,57,178
https://www.iso.org/standard/15736.html,ISO 8512-1:1990,Surface plates — Part 1: Cast iron,n.a,1990-11,Published,1,11,58
https://www.iso.org/standard/15737.html,ISO 8512-2:1990,Surface plates — Part 2: Granite,n.a,1990-11,Published,1,12,58
https://www.iso.org/standard/16210.html,ISO 8785:1998,"Geometrical Product Specification (GPS) — Surface imperfections — Terms, definitions and parameters",n.a,1998-07,Published,1,20,118
https://www.iso.org/standard/44708.html,ISO 9493:2010,Geometrical product specifications (GPS) — Dimensional measuring equipment: Dial test indicators (lever type) — Design and metrological characteristics,n.a,2010-11,Published,1,19,118
https://www.iso.org/standard/33258.html,ISO 10135:2007,Geometrical product specifications (GPS) — Drawing indications for moulded parts in technical product documentation (TPD),n.a,2007-11,Published,2,51,178
https://www.iso.org/standard/56662.html,ISO 10360-10:2016,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring systems (CMS) — Part 10: Laser trackers for measuring point-to-point distances,n.a,2016-04,Published,1,42,158
https://www.iso.org/standard/63931.html,ISO 10360-12:2016,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring systems (CMS) — Part 12: Articulated arm coordinate measurement machines (CMM),n.a,2016-10,Published,1,40,158
https://www.iso.org/standard/18418.html,ISO 10360-1:2000,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 1: Vocabulary,n.a,2000-11,Published,1,44,158
https://www.iso.org/standard/37694.html,ISO 10360-1:2000/Cor 1:2002,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 1: Vocabulary — Technical Corrigendum 1,n.a,2002-11,Published,1,3,0
https://www.iso.org/standard/18419.html,ISO 10360-2:1994,Coordinate metrology — Part 2: Performance assessment of coordinate measuring machines,n.a,1994-01,Withdrawn,1,9,0
https://www.iso.org/standard/29646.html,ISO 10360-2:2001,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 2: CMMs used for measuring size,n.a,2001-12,Withdrawn,2,11,0
https://www.iso.org/standard/40954.html,ISO 10360-2:2009,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 2: CMMs used for measuring linear dimensions,n.a,2009-12,Published,3,29,138
https://www.iso.org/standard/22021.html,ISO 10360-3:2000,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 3: CMMs with the axis of a rotary table as the fourth axis,n.a,2000-03,Published,1,12,58
https://www.iso.org/standard/25893.html,ISO 10360-4:2000,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 4: CMMs used in scanning measuring mode,n.a,2000-03,Published,1,12,58
https://www.iso.org/standard/37695.html,ISO 10360-4:2000/Cor 1:2002,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 4: CMMs used in scanning measuring mode — Technical Corrigendum 1,n.a,2002-11,Published,1,2,0
https://www.iso.org/standard/28094.html,ISO 10360-5:2000,Geometrical Product Specifications (GPS) — Acceptance and reverification tests  for coordinate measuring machines (CMM) — Part 5: CMMs using multiple-stylus probing systems,n.a,2000-12,Withdrawn,1,12,0
https://www.iso.org/standard/40956.html,ISO 10360-5:2010,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 5: CMMs using single and multiple stylus contacting probing systems,n.a,2010-09,Published,2,30,138
https://www.iso.org/standard/28095.html,ISO 10360-6:2001,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 6: Estimation of errors in computing Gaussian associated features,n.a,2001-12,Published,1,19,118
https://www.iso.org/standard/45937.html,ISO 10360-6:2001/Cor 1:2007,Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 6: Estimation of errors in computing Gaussian associated features — Technical Corrigendum 1,n.a,2007-05,Published,1,1,0
https://www.iso.org/standard/43904.html,ISO 10360-7:2011,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 7: CMMs equipped with imaging probing systems,n.a,2011-06,Published,1,39,158
https://www.iso.org/standard/54522.html,ISO 10360-8:2013,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring systems (CMS) — Part 8: CMMs with optical distance sensors,n.a,2013-12,Published,1,51,178
https://www.iso.org/standard/54523.html,ISO 10360-9:2013,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring systems (CMS) — Part 9: CMMs with multiple probing systems,n.a,2013-12,Published,1,18,88
https://www.iso.org/standard/73732.html,ISO/CD 10360-11,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 11: CMMs using the principle of computed tomography (CT),n.a,n.a,Under development,1,0
https://www.iso.org/standard/74957.html,ISO/CD 10360-13,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring systems (CMS) — Part 13: Optical 3D CMS,n.a,n.a,Under development,1,0
https://www.iso.org/standard/77155.html,ISO/DIS 10360-10,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring systems (CMS) — Part 10: Laser trackers,n.a,n.a,Under development,2,43,58
https://www.iso.org/standard/73431.html,ISO/DIS 10360-5,Geometrical product specifications (GPS) — Acceptance and reverification tests for coordinate measuring systems (CMS) — Part 5: CMMs using single and multiple stylus contacting probing systems using discrete point and/or scanning measuring mode,n.a,n.a,Under development,3,40,58
https://www.iso.org/standard/18662.html,ISO 10578:1992,Technical drawings — Tolerancing of orientation and location — Projected tolerance zone,n.a,1992-07,Withdrawn,1,6,0
https://www.iso.org/standard/18663.html,ISO 10579:1993,Technical drawings — Dimensioning and tolerancing — Non-rigid parts,n.a,1993-01,Withdrawn,1,3,0
https://www.iso.org/standard/54707.html,ISO 10579:2010,Geometrical product specifications (GPS) — Dimensioning and tolerancing — Non-rigid parts,n.a,2010-03,Published,2,6,38
https://www.iso.org/standard/60818.html,ISO 10579:2010/Cor 1:2011,Geometrical product specifications (GPS) — Dimensioning and tolerancing — Non-rigid parts — Technical Corrigendum 1,n.a,2011-11,Published,2,0
https://www.iso.org/standard/21977.html,ISO 11562:1996,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Metrological characteristics of phase correct filters,n.a,1996-12,Withdrawn,1,8,0
https://www.iso.org/standard/29876.html,ISO 11562:1996/Cor 1:1998,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Metrological characteristics of phase correct filters — Technical Corrigendum 1,n.a,1998-06,Withdrawn,1,1,0
https://www.iso.org/standard/20867.html,ISO 12085:1996,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Motif parameters,n.a,1996-08,Published,1,17,88
https://www.iso.org/standard/29877.html,ISO 12085:1996/Cor 1:1998,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Motif parameters — Technical Corrigendum 1,n.a,1998-06,Published,1,1,0
https://www.iso.org/standard/21119.html,ISO 12179:2000,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Calibration of contact (stylus) instruments,n.a,2000-03,Published,1,17,88
https://www.iso.org/standard/39419.html,ISO 12179:2000/Cor 1:2003,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Calibration of contact (stylus) instruments — Technical Corrigendum 1,n.a,2003-12,Published,1,1,0
https://www.iso.org/standard/72758.html,ISO/CD 12179,Geometrical Product Specifications (GPS) — Surface texture: Profile method — Calibration of contact (stylus) instruments,n.a,n.a,Under development,2,0
https://www.iso.org/standard/53611.html,ISO 12180-1:2011,Geometrical product specifications (GPS) — Cylindricity — Part 1: Vocabulary and parameters of cylindrical form,n.a,2011-04,Published,1,16,88
https://www.iso.org/standard/53612.html,ISO 12180-2:2011,Geometrical product specifications (GPS) — Cylindricity — Part 2: Specification operators,n.a,2011-04,Published,1,12,58
https://www.iso.org/standard/38353.html,ISO/TS 12180-1:2003,Geometrical Product Specifications (GPS) — Cylindricity — Part 1: Vocabulary and parameters of cylindrical form,n.a,2003-12,Withdrawn,1,18,0
https://www.iso.org/standard/38354.html,ISO/TS 12180-2:2003,Geometrical Product Specifications (GPS) — Cylindricity — Part 2: Specification operators,n.a,2003-12,Withdrawn,1,12,0
https://www.iso.org/standard/56221.html,ISO/TS 12180-2:2003/Cor 1:2010,Geometrical Product Specifications (GPS) — Cylindricity — Part 2: Specification operators — Technical Corrigendum 1,n.a,2010-04,Withdrawn,1,0
https://www.iso.org/standard/53620.html,ISO 12181-1:2011,Geometrical product specifications (GPS) — Roundness — Part 1: Vocabulary and parameters of roundness,n.a,2011-04,Published,1,13,88
https://www.iso.org/standard/53621.html,ISO 12181-2:2011,Geometrical product specifications (GPS) — Roundness — Part 2: Specification operators,n.a,2011-04,Published,1,9,58
https://www.iso.org/standard/38355.html,ISO/TS 12181-1:2003,Geometrical Product Specifications (GPS) — Roundness — Part 1: Vocabulary and parameters of roundness,n.a,2003-12,Withdrawn,1,12,0
